name,prob
RODRIQUEZ,0.037000000000000005
CHAMBERS,0.037000000000000005
HOLT,0.037000000000000005
LAMBERT,0.037000000000000005
FLETCHER,0.037000000000000005
WATTS,0.037000000000000005
BATES,0.037000000000000005
HALE,0.037000000000000005
RHODES,0.037000000000000005
PENA,0.037000000000000005
BECK,0.037000000000000005
NEWMAN,0.036000000000000004
HAYNES,0.036000000000000004
MCDANIEL,0.036000000000000004
MENDEZ,0.036000000000000004
BUSH,0.036000000000000004
VAUGHN,0.036000000000000004
PARKS,0.035
DAWSON,0.035
SANTIAGO,0.035
NORRIS,0.035
HARDY,0.035
LOVE,0.035
STEELE,0.035
CURRY,0.035
POWERS,0.035
SCHULTZ,0.035
BARKER,0.035
GUZMAN,0.034
PAGE,0.034
MUNOZ,0.034
BALL,0.034
KELLER,0.034
CHANDLER,0.034
WEBER,0.034
LEONARD,0.034
WALSH,0.033
LYONS,0.033
RAMSEY,0.033
WOLFE,0.033
SCHNEIDER,0.033
MULLINS,0.033
BENSON,0.033
SHARP,0.033
BOWEN,0.033
DANIEL,0.033
BARBER,0.032
CUMMINGS,0.032
HINES,0.032
BALDWIN,0.032
GRIFFITH,0.032
VALDEZ,0.032
HUBBARD,0.032
SALAZAR,0.032
REEVES,0.032
WARNER,0.031
STEVENSON,0.031
BURGESS,0.031
SANTOS,0.031
TATE,0.031
CROSS,0.031
GARNER,0.031
MANN,0.031
MACK,0.031
MOSS,0.031
THORNTON,0.031
DENNIS,0.031
MCGEE,0.031
FARMER,0.03
DELGADO,0.03
AGUILAR,0.03
VEGA,0.03
GLOVER,0.03
MANNING,0.03
COHEN,0.03
HARMON,0.03
RODGERS,0.03
ROBBINS,0.03
NEWTON,0.03
TODD,0.03
BLAIR,0.03
HIGGINS,0.03
INGRAM,0.03
REESE,0.03
CANNON,0.03
STRICKLAND,0.03
TOWNSEND,0.03
POTTER,0.03
GOODWIN,0.03
WALTON,0.03
ROWE,0.028999999999999998
HAMPTON,0.028999999999999998
ORTEGA,0.028999999999999998
PATTON,0.028999999999999998
SWANSON,0.028999999999999998
JOSEPH,0.028999999999999998
FRANCIS,0.028999999999999998
GOODMAN,0.028999999999999998
MALDONADO,0.028999999999999998
YATES,0.028999999999999998
BECKER,0.028999999999999998
ERICKSON,0.028999999999999998
HODGES,0.028999999999999998
RIOS,0.028999999999999998
CONNER,0.028999999999999998
ADKINS,0.028999999999999998
WEBSTER,0.027999999999999997
NORMAN,0.027999999999999997
MALONE,0.027999999999999997
HAMMOND,0.027999999999999997
FLOWERS,0.027999999999999997
COBB,0.027999999999999997
MOODY,0.027999999999999997
QUINN,0.027999999999999997
BLAKE,0.027999999999999997
MAXWELL,0.027999999999999997
POPE,0.027999999999999997
FLOYD,0.027000000000000003
OSBORNE,0.027000000000000003
PAUL,0.027000000000000003
MCCARTHY,0.027000000000000003
GUERRERO,0.027000000000000003
LINDSEY,0.027000000000000003
ESTRADA,0.027000000000000003
SANDOVAL,0.027000000000000003
GIBBS,0.027000000000000003
TYLER,0.027000000000000003
GROSS,0.027000000000000003
FITZGERALD,0.027000000000000003
STOKES,0.027000000000000003
DOYLE,0.027000000000000003
SHERMAN,0.027000000000000003
SAUNDERS,0.027000000000000003
WISE,0.027000000000000003
COLON,0.027000000000000003
GILL,0.027000000000000003
ALVARADO,0.027000000000000003
GREER,0.026000000000000002
PADILLA,0.026000000000000002
SIMON,0.026000000000000002
WATERS,0.026000000000000002
NUNEZ,0.026000000000000002
BALLARD,0.026000000000000002
SCHWARTZ,0.026000000000000002
MCBRIDE,0.026000000000000002
HOUSTON,0.026000000000000002
CHRISTENSEN,0.026000000000000002
KLEIN,0.026000000000000002
PRATT,0.026000000000000002
BRIGGS,0.026000000000000002
PARSONS,0.026000000000000002
MCLAUGHLIN,0.026000000000000002
ZIMMERMAN,0.026000000000000002
FRENCH,0.026000000000000002
BUCHANAN,0.026000000000000002
MORAN,0.026000000000000002
COPELAND,0.025
ROY,0.025
PITTMAN,0.025
BRADY,0.025
MCCORMICK,0.025
HOLLOWAY,0.025
BROCK,0.025
POOLE,0.025
FRANK,0.025
LOGAN,0.025
OWEN,0.025
BASS,0.025
MARSH,0.025
DRAKE,0.025
WONG,0.025
JEFFERSON,0.025
PARK,0.025
MORTON,0.025
ABBOTT,0.025
SPARKS,0.025
PATRICK,0.024
NORTON,0.024
HUFF,0.024
CLAYTON,0.024
MASSEY,0.024
LLOYD,0.024
FIGUEROA,0.024
CARSON,0.024
BOWERS,0.024
ROBERSON,0.024
BARTON,0.024
TRAN,0.024
LAMB,0.024
HARRINGTON,0.024
CASEY,0.024
BOONE,0.024
CORTEZ,0.024
CLARKE,0.024
MATHIS,0.024
SINGLETON,0.024
WILKINS,0.024
CAIN,0.024
BRYAN,0.024
UNDERWOOD,0.024
HOGAN,0.024
MCKENZIE,0.023
COLLIER,0.023
LUNA,0.023
PHELPS,0.023
MCGUIRE,0.023
ALLISON,0.023
BRIDGES,0.023
WILKERSON,0.023
NASH,0.023
SUMMERS,0.023
ATKINS,0.023
WILCOX,0.023
PITTS,0.023
CONLEY,0.023
MARQUEZ,0.023
BURNETT,0.023
RICHARD,0.023
COCHRAN,0.023
CHASE,0.023
DAVENPORT,0.023
HOOD,0.023
GATES,0.023
CLAY,0.023
AYALA,0.023
SAWYER,0.023
ROMAN,0.023
VAZQUEZ,0.023
DICKERSON,0.023
HODGE,0.022000000000000002
ACOSTA,0.022000000000000002
FLYNN,0.022000000000000002
ESPINOZA,0.022000000000000002
NICHOLSON,0.022000000000000002
MONROE,0.022000000000000002
WOLF,0.022000000000000002
MORROW,0.022000000000000002
KIRK,0.022000000000000002
RANDALL,0.022000000000000002
ANTHONY,0.022000000000000002
WHITAKER,0.022000000000000002
OCONNOR,0.022000000000000002
SKINNER,0.022000000000000002
WARE,0.022000000000000002
MOLINA,0.022000000000000002
KIRBY,0.022000000000000002
HUFFMAN,0.022000000000000002
BRADFORD,0.022000000000000002
CHARLES,0.022000000000000002
GILMORE,0.022000000000000002
DOMINGUEZ,0.022000000000000002
ONEAL,0.022000000000000002
BRUCE,0.022000000000000002
LANG,0.021
COMBS,0.021
KRAMER,0.021
HEATH,0.021
HANCOCK,0.021
GALLAGHER,0.021
GAINES,0.021
SHAFFER,0.021
SHORT,0.021
WIGGINS,0.021
MATHEWS,0.021
MCCLAIN,0.021
FISCHER,0.021
WALL,0.021
SMALL,0.021
MELTON,0.021
HENSLEY,0.021
BOND,0.021
DYER,0.021
CAMERON,0.021
GRIMES,0.021
CONTRERAS,0.021
CHRISTIAN,0.021
WYATT,0.021
BAXTER,0.021
SNOW,0.021
MOSLEY,0.021
SHEPHERD,0.021
LARSEN,0.021
HOOVER,0.021
BEASLEY,0.02
GLENN,0.02
PETERSEN,0.02
WHITEHEAD,0.02
MEYERS,0.02
KEITH,0.02
GARRISON,0.02
VINCENT,0.02
SHIELDS,0.02
HORN,0.02
SAVAGE,0.02
OLSEN,0.02
SCHROEDER,0.02
HARTMAN,0.02
WOODARD,0.02
MUELLER,0.02
KEMP,0.02
DELEON,0.02
BOOTH,0.02
PATEL,0.02
CALHOUN,0.02
WILEY,0.02
EATON,0.02
CLINE,0.02
NAVARRO,0.02
HARRELL,0.02
LESTER,0.02
HUMPHREY,0.02
PARRISH,0.02
DURAN,0.02
HUTCHINSON,0.02
HESS,0.02
DORSEY,0.02
BULLOCK,0.02
ROBLES,0.02
BEARD,0.019
DALTON,0.019
AVILA,0.019
VANCE,0.019
RICH,0.019
BLACKWELL,0.019
YORK,0.019
JOHNS,0.019
BLANKENSHIP,0.019
TREVINO,0.019
SALINAS,0.019
CAMPOS,0.019
PRUITT,0.019
MOSES,0.019
CALLAHAN,0.019
GOLDEN,0.019
MONTOYA,0.019
HARDIN,0.019
GUERRA,0.019
MCDOWELL,0.019
CAREY,0.019
STAFFORD,0.019
GALLEGOS,0.019
HENSON,0.019
WILKINSON,0.019
BOOKER,0.019
MERRITT,0.019
MIRANDA,0.019
ATKINSON,0.019
ORR,0.019
DECKER,0.019
HOBBS,0.019
PRESTON,0.019
TANNER,0.019
KNOX,0.019
PACHECO,0.019
STEPHENSON,0.018000000000000002
GLASS,0.018000000000000002
ROJAS,0.018000000000000002
SERRANO,0.018000000000000002
MARKS,0.018000000000000002
HICKMAN,0.018000000000000002
ENGLISH,0.018000000000000002
SWEENEY,0.018000000000000002
STRONG,0.018000000000000002
PRINCE,0.018000000000000002
MCCLURE,0.018000000000000002
CONWAY,0.018000000000000002
WALTER,0.018000000000000002
ROTH,0.018000000000000002
MAYNARD,0.018000000000000002
FARRELL,0.018000000000000002
LOWERY,0.018000000000000002
HURST,0.018000000000000002
NIXON,0.018000000000000002
WEISS,0.018000000000000002
TRUJILLO,0.018000000000000002
ELLISON,0.018000000000000002
SLOAN,0.018000000000000002
JUAREZ,0.018000000000000002
WINTERS,0.018000000000000002
MCLEAN,0.018000000000000002
RANDOLPH,0.018000000000000002
LEON,0.018000000000000002
BOYER,0.018000000000000002
VILLARREAL,0.018000000000000002
MCCALL,0.018000000000000002
GENTRY,0.018000000000000002
CARRILLO,0.017
KENT,0.017
AYERS,0.017
LARA,0.017
SHANNON,0.017
SEXTON,0.017
PACE,0.017
HULL,0.017
LEBLANC,0.017
BROWNING,0.017
VELASQUEZ,0.017
LEACH,0.017
CHANG,0.017
HOUSE,0.017
SELLERS,0.017
HERRING,0.017
NOBLE,0.017
FOLEY,0.017
BARTLETT,0.017
MERCADO,0.017
LANDRY,0.017
DURHAM,0.017
WALLS,0.017
BARR,0.017
MCKEE,0.017
BAUER,0.017
RIVERS,0.017
EVERETT,0.017
BRADSHAW,0.017
PUGH,0.017
VELEZ,0.017
RUSH,0.017
ESTES,0.017
DODSON,0.017
MORSE,0.017
SHEPPARD,0.017
WEEKS,0.017
CAMACHO,0.017
BEAN,0.017
BARRON,0.017
LIVINGSTON,0.017
MIDDLETON,0.016
SPEARS,0.016
BRANCH,0.016
BLEVINS,0.016
CHEN,0.016
KERR,0.016
MCCONNELL,0.016
HATFIELD,0.016
HARDING,0.016
ASHLEY,0.016
SOLIS,0.016
HERMAN,0.016
FROST,0.016
GILES,0.016
BLACKBURN,0.016
WILLIAM,0.016
PENNINGTON,0.016
WOODWARD,0.016
FINLEY,0.016
MCINTOSH,0.016
KOCH,0.016
BEST,0.016
SOLOMON,0.016
MCCULLOUGH,0.016
DUDLEY,0.016
NOLAN,0.016
BLANCHARD,0.016
RIVAS,0.016
BRENNAN,0.016
MEJIA,0.016
KANE,0.016
BENTON,0.016
JOYCE,0.016
BUCKLEY,0.016
HALEY,0.016
VALENTINE,0.016
MADDOX,0.016
RUSSO,0.016
MCKNIGHT,0.016
BUCK,0.016
MOON,0.016
MCMILLAN,0.016
CROSBY,0.016
BERG,0.016
DOTSON,0.016
MAYS,0.016
ROACH,0.016
CHURCH,0.016
CHAN,0.016
RICHMOND,0.016
MEADOWS,0.016
FAULKNER,0.016
ONEILL,0.016
KNAPP,0.016
KLINE,0.015
BARRY,0.015
OCHOA,0.015
JACOBSON,0.015
GAY,0.015
AVERY,0.015
HENDRICKS,0.015
HORNE,0.015
SHEPARD,0.015
HEBERT,0.015
CHERRY,0.015
CARDENAS,0.015
MCINTYRE,0.015
WHITNEY,0.015
WALLER,0.015
HOLMAN,0.015
DONALDSON,0.015
CANTU,0.015
TERRELL,0.015
MORIN,0.015
GILLESPIE,0.015
FUENTES,0.015
TILLMAN,0.015
SANFORD,0.015
BENTLEY,0.015
PECK,0.015
KEY,0.015
SALAS,0.015
ROLLINS,0.015
GAMBLE,0.015
DICKSON,0.015
BATTLE,0.015
SANTANA,0.015
CABRERA,0.015
CERVANTES,0.015
HOWE,0.015
HINTON,0.015
HURLEY,0.015
SPENCE,0.015
ZAMORA,0.015
YANG,0.015
MCNEIL,0.015
SUAREZ,0.015
CASE,0.015
PETTY,0.015
GOULD,0.015
MCFARLAND,0.015
SAMPSON,0.015
CARVER,0.015
BRAY,0.015
ROSARIO,0.015
MACDONALD,0.015
STOUT,0.015
HESTER,0.015
MELENDEZ,0.015
DILLON,0.015
FARLEY,0.015
HOPPER,0.015
GALLOWAY,0.015
POTTS,0.015
BERNARD,0.015
JOYNER,0.013999999999999999
STEIN,0.013999999999999999
AGUIRRE,0.013999999999999999
OSBORN,0.013999999999999999
MERCER,0.013999999999999999
BENDER,0.013999999999999999
FRANCO,0.013999999999999999
ROWLAND,0.013999999999999999
SYKES,0.013999999999999999
BENJAMIN,0.013999999999999999
TRAVIS,0.013999999999999999
PICKETT,0.013999999999999999
CRANE,0.013999999999999999
SEARS,0.013999999999999999
MAYO,0.013999999999999999
DUNLAP,0.013999999999999999
HAYDEN,0.013999999999999999
WILDER,0.013999999999999999
MCKAY,0.013999999999999999
COFFEY,0.013999999999999999
MCCARTY,0.013999999999999999
EWING,0.013999999999999999
COOLEY,0.013999999999999999
VAUGHAN,0.013999999999999999
BONNER,0.013999999999999999
COTTON,0.013999999999999999
HOLDER,0.013999999999999999
STARK,0.013999999999999999
FERRELL,0.013999999999999999
CANTRELL,0.013999999999999999
FULTON,0.013999999999999999
LYNN,0.013999999999999999
LOTT,0.013999999999999999
CALDERON,0.013999999999999999
ROSA,0.013999999999999999
POLLARD,0.013999999999999999
HOOPER,0.013999999999999999
BURCH,0.013999999999999999
MULLEN,0.013999999999999999
FRY,0.013999999999999999
RIDDLE,0.013999999999999999
LEVY,0.013999999999999999
DAVID,0.013999999999999999
DUKE,0.013999999999999999
ODONNELL,0.013999999999999999
GUY,0.013999999999999999
MICHAEL,0.013999999999999999
BRITT,0.013999999999999999
FREDERICK,0.013999999999999999
DAUGHERTY,0.013999999999999999
BERGER,0.013999999999999999
DILLARD,0.013999999999999999
ALSTON,0.013999999999999999
JARVIS,0.013999999999999999
FRYE,0.013999999999999999
RIGGS,0.013999999999999999
CHANEY,0.013999999999999999
ODOM,0.013000000000000001
DUFFY,0.013000000000000001
FITZPATRICK,0.013000000000000001
VALENZUELA,0.013000000000000001
MERRILL,0.013000000000000001
MAYER,0.013000000000000001
ALFORD,0.013000000000000001
MCPHERSON,0.013000000000000001
ACEVEDO,0.013000000000000001
DONOVAN,0.013000000000000001
BARRERA,0.013000000000000001
ALBERT,0.013000000000000001
COTE,0.013000000000000001
REILLY,0.013000000000000001
COMPTON,0.013000000000000001
RAYMOND,0.013000000000000001
MOONEY,0.013000000000000001
MCGOWAN,0.013000000000000001
CRAFT,0.013000000000000001
CLEVELAND,0.013000000000000001
CLEMONS,0.013000000000000001
WYNN,0.013000000000000001
NIELSEN,0.013000000000000001
BAIRD,0.013000000000000001
STANTON,0.013000000000000001
SNIDER,0.013000000000000001
ROSALES,0.013000000000000001
BRIGHT,0.013000000000000001
WITT,0.013000000000000001
STUART,0.013000000000000001
HAYS,0.013000000000000001
HOLDEN,0.013000000000000001
RUTLEDGE,0.013000000000000001
KINNEY,0.013000000000000001
CLEMENTS,0.013000000000000001
CASTANEDA,0.013000000000000001
SLATER,0.013000000000000001
HAHN,0.013000000000000001
EMERSON,0.013000000000000001
CONRAD,0.013000000000000001
BURKS,0.013000000000000001
DELANEY,0.013000000000000001
PATE,0.013000000000000001
LANCASTER,0.013000000000000001
SWEET,0.013000000000000001
JUSTICE,0.013000000000000001
TYSON,0.013000000000000001
SHARPE,0.013000000000000001
WHITFIELD,0.013000000000000001
TALLEY,0.013000000000000001
MACIAS,0.013000000000000001
IRWIN,0.013000000000000001
BURRIS,0.013000000000000001
RATLIFF,0.013000000000000001
MCCRAY,0.013000000000000001
MADDEN,0.013000000000000001
KAUFMAN,0.013000000000000001
BEACH,0.013000000000000001
GOFF,0.013000000000000001
CASH,0.013000000000000001
BOLTON,0.013000000000000001
MCFADDEN,0.013000000000000001
LEVINE,0.013000000000000001
GOOD,0.013000000000000001
BYERS,0.013000000000000001
KIRKLAND,0.013000000000000001
KIDD,0.013000000000000001
WORKMAN,0.013000000000000001
CARNEY,0.013000000000000001
DALE,0.013000000000000001
MCLEOD,0.013000000000000001
HOLCOMB,0.013000000000000001
ENGLAND,0.013000000000000001
FINCH,0.013000000000000001
HEAD,0.012
BURT,0.012
HENDRIX,0.012
SOSA,0.012
HANEY,0.012
FRANKS,0.012
SARGENT,0.012
NIEVES,0.012
DOWNS,0.012
RASMUSSEN,0.012
BIRD,0.012
HEWITT,0.012
LINDSAY,0.012
LE,0.012
FOREMAN,0.012
VALENCIA,0.012
ONEIL,0.012
DELACRUZ,0.012
VINSON,0.012
DEJESUS,0.012
HYDE,0.012
FORBES,0.012
GILLIAM,0.012
GUTHRIE,0.012
WOOTEN,0.012
HUBER,0.012
BARLOW,0.012
BOYLE,0.012
MCMAHON,0.012
BUCKNER,0.012
ROCHA,0.012
PUCKETT,0.012
LANGLEY,0.012
KNOWLES,0.012
COOKE,0.012
VELAZQUEZ,0.012
WHITLEY,0.012
NOEL,0.012
VANG,0.012
SHEA,0.012
ROUSE,0.012
HARTLEY,0.012
MAYFIELD,0.012
ELDER,0.012
RANKIN,0.012
HANNA,0.012
COWAN,0.012
LUCERO,0.012
ARROYO,0.012
SLAUGHTER,0.012
HAAS,0.012
OCONNELL,0.012
MINOR,0.012
KENDRICK,0.012
SHIRLEY,0.012
KENDALL,0.012
BOUCHER,0.012
ARCHER,0.012
BOGGS,0.012
ODELL,0.012
DOUGHERTY,0.012
ANDERSEN,0.012
NEWELL,0.012
CROWE,0.012
WANG,0.012
FRIEDMAN,0.012
BLAND,0.012
SWAIN,0.012
HOLLEY,0.012
FELIX,0.012
PEARCE,0.012
CHILDS,0.012
YARBROUGH,0.012
GALVAN,0.012
PROCTOR,0.012
MEEKS,0.012
LOZANO,0.012
MORA,0.012
RANGEL,0.012
BACON,0.012
VILLANUEVA,0.012
SCHAEFER,0.012
ROSADO,0.012
HELMS,0.012
BOYCE,0.012
GOSS,0.012
STINSON,0.011000000000000001
SMART,0.011000000000000001
LAKE,0.011000000000000001
IBARRA,0.011000000000000001
HUTCHINS,0.011000000000000001
COVINGTON,0.011000000000000001
REYNA,0.011000000000000001
GREGG,0.011000000000000001
WERNER,0.011000000000000001
CROWLEY,0.011000000000000001
HATCHER,0.011000000000000001
MACKEY,0.011000000000000001
BUNCH,0.011000000000000001
WOMACK,0.011000000000000001
POLK,0.011000000000000001
JAMISON,0.011000000000000001
DODD,0.011000000000000001
CHILDRESS,0.011000000000000001
CHILDERS,0.011000000000000001
CAMP,0.011000000000000001
VILLA,0.011000000000000001
DYE,0.011000000000000001
SPRINGER,0.011000000000000001
MAHONEY,0.011000000000000001
DAILEY,0.011000000000000001
BELCHER,0.011000000000000001
LOCKHART,0.011000000000000001
GRIGGS,0.011000000000000001
COSTA,0.011000000000000001
CONNOR,0.011000000000000001
BRANDT,0.011000000000000001
WINTER,0.011000000000000001
WALDEN,0.011000000000000001
MOSER,0.011000000000000001
TRACY,0.011000000000000001
TATUM,0.011000000000000001
MCCANN,0.011000000000000001
AKERS,0.011000000000000001
LUTZ,0.011000000000000001
PRYOR,0.011000000000000001
LAW,0.011000000000000001
OROZCO,0.011000000000000001
MCALLISTER,0.011000000000000001
LUGO,0.011000000000000001
DAVIES,0.011000000000000001
SHOEMAKER,0.011000000000000001
MADISON,0.011000000000000001
RUTHERFORD,0.011000000000000001
NEWSOME,0.011000000000000001
MAGEE,0.011000000000000001
CHAMBERLAIN,0.011000000000000001
BLANTON,0.011000000000000001
SIMMS,0.011000000000000001
GODFREY,0.011000000000000001
FLANAGAN,0.011000000000000001
CRUM,0.011000000000000001
CORDOVA,0.011000000000000001
ESCOBAR,0.011000000000000001
DOWNING,0.011000000000000001
SINCLAIR,0.011000000000000001
DONAHUE,0.011000000000000001
KRUEGER,0.011000000000000001
MCGINNIS,0.011000000000000001
GORE,0.011000000000000001
FARRIS,0.011000000000000001
WEBBER,0.011000000000000001
CORBETT,0.011000000000000001
ANDRADE,0.011000000000000001
STARR,0.011000000000000001
LYON,0.011000000000000001
YODER,0.011000000000000001
HASTINGS,0.011000000000000001
MCGRATH,0.011000000000000001
SPIVEY,0.011000000000000001
KRAUSE,0.011000000000000001
HARDEN,0.011000000000000001
CRABTREE,0.011000000000000001
KIRKPATRICK,0.011000000000000001
HOLLIS,0.011000000000000001
BRANDON,0.011000000000000001
ARRINGTON,0.011000000000000001
ERVIN,0.011000000000000001
CLIFTON,0.011000000000000001
RITTER,0.011000000000000001
MCGHEE,0.011000000000000001
BOLDEN,0.011000000000000001
MALONEY,0.011000000000000001
GAGNON,0.011000000000000001
DUNBAR,0.011000000000000001
PONCE,0.011000000000000001
PIKE,0.011000000000000001
MAYES,0.011000000000000001
HEARD,0.011000000000000001
BEATTY,0.011000000000000001
MOBLEY,0.011000000000000001
KIMBALL,0.011000000000000001
BUTTS,0.011000000000000001
MONTES,0.011000000000000001
HERBERT,0.011000000000000001
GRADY,0.011000000000000001
ELDRIDGE,0.011000000000000001
BRAUN,0.011000000000000001
HAMM,0.011000000000000001
GIBBONS,0.011000000000000001
SEYMOUR,0.011000000000000001
MOYER,0.011000000000000001
MANLEY,0.011000000000000001
HERRON,0.011000000000000001
PLUMMER,0.011000000000000001
ELMORE,0.011000000000000001
CRAMER,0.011000000000000001
GARY,0.011000000000000001
RUCKER,0.011000000000000001
HILTON,0.011000000000000001
BLUE,0.011000000000000001
PIERSON,0.011000000000000001
FONTENOT,0.011000000000000001
FIELD,0.011000000000000001
RUBIO,0.011000000000000001
GRACE,0.011000000000000001
